2025-04-29 01:31:19,309 - __main__ - INFO - Initializing AlphaZero trainer
2025-04-29 01:31:19,310 - __main__ - INFO - Debug mode: True
2025-04-29 01:31:19,321 - __main__ - INFO - ==================================================
2025-04-29 01:31:19,322 - __main__ - INFO - DETAILED ENVIRONMENT DIMENSIONS ANALYSIS
2025-04-29 01:31:19,322 - __main__ - INFO - ==================================================
2025-04-29 01:31:19,322 - __main__ - INFO - Card feature dimension: 8
2025-04-29 01:31:19,322 - __main__ - INFO - Primary cards shape: (90, 8)
2025-04-29 01:31:19,323 - __main__ - INFO - 
--- State Dimension Breakdown ---
2025-04-29 01:31:19,323 - __main__ - INFO - 1. Card state: 4 levels × 3 cards × 8 features = 96
2025-04-29 01:31:19,324 - __main__ - INFO - 2. Gems: 6 types = 6
2025-04-29 01:31:19,324 - __main__ - INFO - 3. Player state: 6 (gems) + 5 (other) + 8 × 3 cards = 35
2025-04-29 01:31:19,324 - __main__ - INFO - 4. Noble tiles: 5 nobles × 5 features = 25
2025-04-29 01:31:19,325 - __main__ - INFO - 
Total state dimension: 96 + 6 + 35 + 25 = 162
2025-04-29 01:31:19,325 - __main__ - INFO - Action dimension: 88
2025-04-29 01:31:19,326 - __main__ - INFO - 
--- State Dimension Formula ---
2025-04-29 01:31:19,326 - __main__ - INFO - state_dim = (4 × 3 × 8) + 6 + (6 + 5 + 8 × 3) + (5 × 5)
2025-04-29 01:31:19,326 - __main__ - INFO - state_dim = 96 + 6 + 11 + 24 + 25
2025-04-29 01:31:19,326 - __main__ - INFO - state_dim = 120 + 42 = 162
2025-04-29 01:31:19,542 - __main__ - INFO - Using device: cuda
2025-04-29 01:31:20,556 - __main__ - INFO - Environment initialized with state_dim=162, action_dim=88
2025-04-29 01:31:20,557 - __main__ - INFO - Training parameters: lr=0.001, weight_decay=0.0001, batch_size=2048, replay_size=10000, num_simulations=100
2025-04-29 01:31:20,557 - __main__ - INFO - ==================================================
2025-04-29 01:31:20,623 - __main__ - INFO - Loading model from models/alphazero_final.pth
2025-04-29 01:31:20,626 - __main__ - INFO - Loaded model from iteration 6
2025-04-29 01:31:20,628 - __main__ - INFO - Starting AlphaZero training from iteration 7 for 1 iterations
2025-04-29 01:39:01,042 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,051 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,087 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,137 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,234 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,267 - __main__ - DEBUG - Game 1, Step 486: Player 1 chose action 2
2025-04-29 01:39:01,414 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,488 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,498 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,537 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,568 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,717 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,778 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,789 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,838 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:01,929 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,363 - __main__ - DEBUG - Game 1, Step 487: Player 2 chose action 61
2025-04-29 01:39:02,438 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,473 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,507 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,516 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,652 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,847 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:02,979 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:03,283 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:03,445 - __main__ - DEBUG - Game 1, Step 488: Player 3 chose action 3
2025-04-29 01:39:03,499 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:03,506 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:03,781 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:04,047 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:04,539 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:04,675 - __main__ - DEBUG - Game 1, Step 489: Player 0 chose action 4
2025-04-29 01:39:04,715 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:04,721 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:04,981 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:05,119 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:05,575 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:05,785 - __main__ - DEBUG - Game 1, Step 490: Player 1 chose action 57
2025-04-29 01:39:05,819 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:05,825 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:05,847 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:05,853 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,297 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,345 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,450 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,848 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,913 - __main__ - DEBUG - Game 1, Step 491: Player 2 chose action 0
2025-04-29 01:39:06,935 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,940 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,958 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:06,963 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:07,377 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:07,423 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:07,524 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:07,895 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:07,964 - __main__ - DEBUG - Game 1, Step 492: Player 3 chose action 69
2025-04-29 01:39:08,510 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:09,147 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:09,258 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:09,390 - __main__ - DEBUG - Game 1, Step 493: Player 0 chose action 2
2025-04-29 01:39:10,059 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,062 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,065 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,069 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,072 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,075 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,079 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,082 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,086 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,090 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,093 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,097 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,101 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,105 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,107 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,111 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,114 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,117 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,120 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,124 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,128 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,133 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,136 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,141 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,144 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,148 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,151 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,154 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,157 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,161 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,164 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,168 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,172 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,175 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,178 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,182 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,186 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,190 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,193 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,197 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,200 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,203 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,206 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,210 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,213 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,216 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,219 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:10,220 - __main__ - DEBUG - Game 1, Step 494: Player 1 chose action 3
2025-04-29 01:39:10,897 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:11,034 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:11,381 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:11,407 - __main__ - DEBUG - Game 1, Step 495: Player 2 chose action 61
2025-04-29 01:39:11,756 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:11,878 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:12,039 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:12,234 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:12,289 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:12,663 - __main__ - DEBUG - Game 1, Step 496: Player 3 chose action 4
2025-04-29 01:39:13,014 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:13,133 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:13,292 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:13,477 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:13,525 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:13,809 - __main__ - DEBUG - Game 1, Step 497: Player 0 chose action 61
2025-04-29 01:39:14,066 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:14,239 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:14,821 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:14,892 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:15,042 - __main__ - DEBUG - Game 1, Step 498: Player 1 chose action 58
2025-04-29 01:39:16,416 - __main__ - DEBUG - Game 1, Step 499: Player 2 chose action 1
2025-04-29 01:39:17,769 - __main__ - DEBUG - Game 1, Step 500: Player 3 chose action 4
2025-04-29 01:39:19,033 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:19,034 - __main__ - DEBUG - Game 1, Step 501: Player 0 chose action 36
2025-04-29 01:39:20,119 - __main__ - DEBUG - Game 1, Step 502: Player 1 chose action 3
2025-04-29 01:39:21,371 - __main__ - DEBUG - Game 1, Step 503: Player 2 chose action 61
2025-04-29 01:39:21,989 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:22,238 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:22,766 - __main__ - DEBUG - Game 1, Step 504: Player 3 chose action 61
2025-04-29 01:39:23,039 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:23,275 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:23,692 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:23,891 - __main__ - DEBUG - Game 1, Step 505: Player 0 chose action 4
2025-04-29 01:39:24,151 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:24,656 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:25,142 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:25,168 - __main__ - DEBUG - Game 1, Step 506: Player 1 chose action 57
2025-04-29 01:39:25,415 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:25,796 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:26,178 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:26,520 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:26,574 - __main__ - DEBUG - Game 1, Step 507: Player 2 chose action 0
2025-04-29 01:39:26,821 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:27,109 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:27,334 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:27,547 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:27,959 - __main__ - DEBUG - Game 1, Step 508: Player 3 chose action 4
2025-04-29 01:39:28,397 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:28,577 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:29,217 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:29,234 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:29,253 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:29,271 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:29,293 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:29,294 - __main__ - DEBUG - Game 1, Step 509: Player 0 chose action 4
2025-04-29 01:39:29,765 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:30,239 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,252 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,268 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,286 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,304 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,321 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,337 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,351 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,367 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,382 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,399 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,414 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,432 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,447 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,463 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,477 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,493 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,509 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,525 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,540 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,557 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,572 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,585 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,603 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,618 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,634 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,651 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,668 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,684 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:30,686 - __main__ - DEBUG - Game 1, Step 510: Player 1 chose action 4
2025-04-29 01:39:31,083 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 5, max opponent score: 15, final reward: -1.0
2025-04-29 01:39:31,595 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:31,612 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:31,626 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:31,644 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:31,662 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
2025-04-29 01:39:31,676 - AlphaZero.MCTS - DEBUG - Terminal state reached, current score: 13, max opponent score: 15, final reward: 4.6
